persona_id,persona_name_en,persona_name_zh,journey,stage_id,scenario_id,scenario_zh,scenario_en,brand,asset_id,asset_web_path
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C1,C1-03,17:00 下班前后出现的家庭晚餐、快手餐或儿童餐需求,"Around 5 pm, family dinner, quick-meal or child-meal needs emerge.",Wanchai Ferry,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C2,C2-01,探索口味、新品、限定、礼盒和家庭分享组合,"Explore flavors, new launches, limited editions, gift boxes and sharing combinations.",Häagen-Dazs,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C2,C2-02,寻找快手晚餐、早餐、夜宵、儿童餐和节令菜单灵感,"Find quick dinner, breakfast, late-night, child-meal and seasonal menu inspiration.",Wanchai Ferry,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C2,C2-03,通过社媒、电商、搜索、AI 搜索和门店陈列发现品牌与产品内容,"Discover products through social, commerce, search, AI search and retail content.",Both,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C3,C3-01,比较礼盒、口味、规格、价格、场合适配与收礼对象偏好,"Compare gift boxes, flavors, sizes, price, occasion fit and recipient preference.",Häagen-Dazs,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C3,C3-02,比较一人食、家庭装、儿童餐、节令装的份量、价格和适用方式,"Compare solo, family, child and seasonal packs by portion, price and usage.",Wanchai Ferry,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C3,C3-03,判断食材、糖、盐、营养、配料、过敏原与健康价值,"Assess ingredients, sugar, salt, nutrition, allergens and health value.",Both,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C4,C4-01,通过 O2O、电商或小程序即时购买、支付并完成配送 / 自提,"Purchase, pay and receive via O2O, e-commerce, mini-program, delivery or pickup.",Both,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C4,C4-02,在商超、会员店、便利店、电商和餐饮渠道完成 SKU、价格与促销选择,"Choose SKU, price, promotion and inventory across retail and foodservice channels.",Both,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C5,C5-01,家庭甜品、约会、自我犒赏、开盒与第一口的 premium experience,"Experience self-treat, date, home dessert sharing, unboxing and the first bite.",Häagen-Dazs,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C5,C5-02,水饺、馄饨、汤圆等煮、煎、蒸、空气炸锅的烹饪与食用体验,"Prepare and enjoy dumplings, wontons and tangyuan by boiling, frying, steaming or air-frying.",Wanchai Ferry,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C6,C6-01,通过社媒、电商评价、客服、投诉、门店反馈表达体验或寻求支持,"Express experience or seek support through reviews, service, complaints and store feedback.",Both,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C6,C6-02,分享 UGC、甜品时刻、菜谱、烹饪方式和生活方式内容,"Share UGC, dessert moments, recipes, cooking methods and lifestyle content.",Both,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C7,C7-01,围绕下一个约会、节日、礼赠、聚会或自我犒赏进行场合型复购,"Repurchase around the next date, festival, gift, gathering or self-treat occasion.",Häagen-Dazs,M5,images/customer_personas/web_4x5/M5.webp
M5,Ingredient / Health-conscious Consumer,成分与健康关注者,Customer,C7,C7-02,围绕家庭消耗周期进行常备、补货、囤货、会员复购和推荐,"Replenish, stock up, repurchase and recommend around household consumption cycles.",Wanchai Ferry,M5,images/customer_personas/web_4x5/M5.webp
M6,Channel / Business Customer,渠道与 B2B 客户,Customer,C4,C4-02,在商超、会员店、便利店、电商和餐饮渠道完成 SKU、价格与促销选择,"Choose SKU, price, promotion and inventory across retail and foodservice channels.",Both,M6,images/customer_personas/web_4x5/M6.webp
